SKU|name|description|vintage|unit-size|price|stock|url|min-order|tax|offer-type|delivery-time|LWIN|imageurl
N810151|Nicolas Carmarans ‘Minimus’ 2023||2023|750ml|33.00|0|https://www.magazzinonyc.com/s/shop?query=Nicolas%20Carmarans%20%E2%80%98Minimus%E2%80%99%202023||Inc.tax|R|Next day||
D986795|Domaine de Saint Pierre “Saint Pierre”||NV|750ml|81.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20de%20Saint%20Pierre%20%E2%80%9CSaint%20Pierre%E2%80%9D||Inc.tax|R|Next day||
367384C|Domaine de Saint Pierre “Gaudrettes” 2023||2023|750ml|81.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20de%20Saint%20Pierre%20%E2%80%9CGaudrettes%E2%80%9D%202023||Inc.tax|R|Next day||
S512291|Domaine de Saint Pierre “Petit Curoulet” 2023||2023|750ml|81.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20de%20Saint%20Pierre%20%E2%80%9CPetit%20Curoulet%E2%80%9D%202023||Inc.tax|R|Next day||
808724L|Fabrice Dodane “Le Dos D’Chat” Tout Facile||NV|750ml|37.00|0|https://www.magazzinonyc.com/s/shop?query=Fabrice%20Dodane%20%E2%80%9CLe%20Dos%20D%E2%80%99Chat%E2%80%9D%20Tout%20Facile||Inc.tax|R|Next day||
157574A|Mosse 'Overmars' 2022||2022|750ml|38.00|0|https://www.magazzinonyc.com/s/shop?query=Mosse%20'Overmars'%202022||Inc.tax|R|Next day||
369710B|Domaine Giachino "Giac Bulles"||NV|750ml|36.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Giachino%20%22Giac%20Bulles%22||Inc.tax|R|Next day||
K215987|Domaine du Petit Bonhomme “Carrousel” 2022||2022|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20du%20Petit%20Bonhomme%20%E2%80%9CCarrousel%E2%80%9D%202022||Inc.tax|R|Next day||
3642292|Domaine Guion 'La Bete De Benais' Methode Traditionnelle||NV|750ml|22.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Guion%20'La%20Bete%20De%20Benais'%20Methode%20Traditionnelle||Inc.tax|R|Next day||
166955M|Domaine Marc Delienne 'Le Petit Nat' 2022||2022|750ml|38.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Marc%20Delienne%20'Le%20Petit%20Nat'%202022||Inc.tax|R|Next day||
N364466|Anne Et Jean Francois Ganevat “La Combe Rotalier”||NV|750ml|51.00|0|https://www.magazzinonyc.com/s/shop?query=Anne%20Et%20Jean%20Francois%20Ganevat%20%E2%80%9CLa%20Combe%20Rotalier%E2%80%9D||Inc.tax|R|Next day||
424504R|Domaine Ganevat “Les Grands Teppes Vieilles Vignes” 2018||2018|750ml|125.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Ganevat%20%E2%80%9CLes%20Grands%20Teppes%20Vieilles%20Vignes%E2%80%9D%202018||Inc.tax|R|Next day||
F566052|La Grange du Nord 'Gare du Nord' 2021||2021|750ml|18.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Grange%20du%20Nord%20'Gare%20du%20Nord'%202021||Inc.tax|R|Next day||
6645964|Nicolas Carmarans 'Fer de Sang' Magnum 2023||2023|1.5L Magnum|90.00|0|https://www.magazzinonyc.com/s/shop?query=Nicolas%20Carmarans%20'Fer%20de%20Sang'%20Magnum%202023||Inc.tax|R|Next day||
368646P|Etnella ‘Kaos 5.0’ 2022 Magnum||2022|1.5L Magnum|60.00|0|https://www.magazzinonyc.com/s/shop?query=Etnella%20%E2%80%98Kaos%205.0%E2%80%99%202022%20Magnum||Inc.tax|R|Next day||
D712368|Etnella ‘Kaos’ Rosso 2020 Magnum||2020|1.5L Magnum|92.00|0|https://www.magazzinonyc.com/s/shop?query=Etnella%20%E2%80%98Kaos%E2%80%99%20Rosso%202020%20Magnum||Inc.tax|R|Next day||
A917295|Julien Sunier ‘Morgon’ 2023||2023|750ml|40.00|0|https://www.magazzinonyc.com/s/shop?query=Julien%20Sunier%20%E2%80%98Morgon%E2%80%99%202023||Inc.tax|R|Next day||
858510Z|Noah ‘Rossonoah’ 2023||2023|750ml|20.00|0|https://www.magazzinonyc.com/s/shop?query=Noah%20%E2%80%98Rossonoah%E2%80%99%202023||Inc.tax|R|Next day||
5302076|Clos Massotte ‘Ondine’ 2021||2021|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=Clos%20Massotte%20%E2%80%98Ondine%E2%80%99%202021||Inc.tax|R|Next day||
5663738|Clos Massotte ‘Vie’ 2021||2021|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=Clos%20Massotte%20%E2%80%98Vie%E2%80%99%202021||Inc.tax|R|Next day||
7010720|Domaine Saint Cyr ‘Mélo’ 2023||2023|750ml|48.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Saint%20Cyr%20%E2%80%98M%C3%A9lo%E2%80%99%202023||Inc.tax|R|Next day||
242713W|Domaine Saint Cyr ‘Morgon Les Charmes’ 2022||2022|750ml|39.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Saint%20Cyr%20%E2%80%98Morgon%20Les%20Charmes%E2%80%99%202022||Inc.tax|R|Next day||
666107R|Domaine Saint Cyr ‘Chenas Robert’ 2022||2022|750ml|37.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Saint%20Cyr%20%E2%80%98Chenas%20Robert%E2%80%99%202022||Inc.tax|R|Next day||
S740406|Famille Guerin ‘Moulin a Vent La Vigne de Mon Pere’ 2022||2022|750ml|38.00|0|https://www.magazzinonyc.com/s/shop?query=Famille%20Guerin%20%E2%80%98Moulin%20a%20Vent%20La%20Vigne%20de%20Mon%20Pere%E2%80%99%202022||Inc.tax|R|Next day||
F723645|Famille Guerin ‘Moulin a Vent Les Thorins’ 2021||2021|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Famille%20Guerin%20%E2%80%98Moulin%20a%20Vent%20Les%20Thorins%E2%80%99%202021||Inc.tax|R|Next day||
782513J|Elisa Guerin ‘Beaujolais Villages’ 2023||2023|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=Elisa%20Guerin%20%E2%80%98Beaujolais%20Villages%E2%80%99%202023||Inc.tax|R|Next day||
589929K|Bisson ‘Glera’ 2023||2023|750ml|24.00|5|https://www.magazzinonyc.com/s/shop?query=Bisson%20%E2%80%98Glera%E2%80%99%202023||Inc.tax|R|Next day||
583171P|Bénédicte et Stéphane Tissot ‘Crémant du Jura’ NV||NV|750ml|41.00|0|https://www.magazzinonyc.com/s/shop?query=B%C3%A9n%C3%A9dicte%20et%20St%C3%A9phane%20Tissot%20%E2%80%98Cr%C3%A9mant%20du%20Jura%E2%80%99%20NV||Inc.tax|R|Next day||
523166W|Julien Guillot ‘Mâcon Villages’ 2022||2022|750ml|58.00|0|https://www.magazzinonyc.com/s/shop?query=Julien%20Guillot%20%E2%80%98M%C3%A2con%20Villages%E2%80%99%202022||Inc.tax|R|Next day||
Q498330|Kumpf & Meyer ‘Anarchiste’ 2022||2022|750ml|39.00|0|https://www.magazzinonyc.com/s/shop?query=Kumpf%20%26%20Meyer%20%E2%80%98Anarchiste%E2%80%99%202022||Inc.tax|R|Next day||
H802721|Kumpf & Meyer ‘Westerberg Perpetuel’||NV|750ml|69.00|0|https://www.magazzinonyc.com/s/shop?query=Kumpf%20%26%20Meyer%20%E2%80%98Westerberg%20Perpetuel%E2%80%99||Inc.tax|R|Next day||
L592997|Catherine Riss ‘Dessous de Table’ 2023||2023|750ml|36.00|0|https://www.magazzinonyc.com/s/shop?query=Catherine%20Riss%20%E2%80%98Dessous%20de%20Table%E2%80%99%202023||Inc.tax|R|Next day||
R686142|Catherine Riss ‘Empreinte’ 2023||2023|750ml|44.00|0|https://www.magazzinonyc.com/s/shop?query=Catherine%20Riss%20%E2%80%98Empreinte%E2%80%99%202023||Inc.tax|R|Next day||
2815810|Vins Rietsch ‘Quand Le Chat N’est Pas Lá’ 2023||2023|750ml|37.00|0|https://www.magazzinonyc.com/s/shop?query=Vins%20Rietsch%20%E2%80%98Quand%20Le%20Chat%20N%E2%80%99est%20Pas%20L%C3%A1%E2%80%99%202023||Inc.tax|R|Next day||
9851179|Vins Rietsch ‘Tout Rouge’ 2023 1L||2023|1L|32.00|0|https://www.magazzinonyc.com/s/shop?query=Vins%20Rietsch%20%E2%80%98Tout%20Rouge%E2%80%99%202023%201L||Inc.tax|R|Next day||
840416E|Domaine du Petit Bonhomme ‘Pitre’ 2022||2022|750ml|32.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20du%20Petit%20Bonhomme%20%E2%80%98Pitre%E2%80%99%202022||Inc.tax|R|Next day||
476145E|Jean-Philippe Padié ‘Le Pacha’ 2021||2021|750ml|28.00|0|https://www.magazzinonyc.com/s/shop?query=Jean-Philippe%20Padi%C3%A9%20%E2%80%98Le%20Pacha%E2%80%99%202021||Inc.tax|R|Next day||
244879A|Mulassano Vermouth 'Bianco'||NV|750ml|42.00|1|https://www.magazzinonyc.com/s/shop?query=Mulassano%20Vermouth%20'Bianco'||Inc.tax|R|Next day||
130815Q|Mulassano Vermouth 'Rosso'||NV|750ml|42.00|0|https://www.magazzinonyc.com/s/shop?query=Mulassano%20Vermouth%20'Rosso'||Inc.tax|R|Next day||
V312234|Mulassano Vermouth 'Extra Dry'||NV|750ml|42.00|1|https://www.magazzinonyc.com/s/shop?query=Mulassano%20Vermouth%20'Extra%20Dry'||Inc.tax|R|Next day||
183695V|Liquore delle Sirene 'Americano Rosso'||NV|750ml|44.00|0|https://www.magazzinonyc.com/s/shop?query=Liquore%20delle%20Sirene%20'Americano%20Rosso'||Inc.tax|R|Next day||
8669102|Julien Altaber 'Bourgogne Aligote' 2023||2023|750ml|38.00|0|https://www.magazzinonyc.com/s/shop?query=Julien%20Altaber%20'Bourgogne%20Aligote'%202023||Inc.tax|R|Next day||
X665487|Julien Altaber 'Maranges' 2022||2022|750ml|47.00|0|https://www.magazzinonyc.com/s/shop?query=Julien%20Altaber%20'Maranges'%202022||Inc.tax|R|Next day||
K035042|Crealto 'Agricolae' 2021||2021|750ml|15.00|0|https://www.magazzinonyc.com/s/shop?query=Crealto%20'Agricolae'%202021||Inc.tax|R|Next day||
W774724|Crealto 'Marcaleone' 2022||2022|750ml|20.00|0|https://www.magazzinonyc.com/s/shop?query=Crealto%20'Marcaleone'%202022||Inc.tax|R|Next day||
8603497|Terrazzi Alti 'Valtellina Superiore Sassella' 2021||2021|750ml|48.00|0|https://www.magazzinonyc.com/s/shop?query=Terrazzi%20Alti%20'Valtellina%20Superiore%20Sassella'%202021||Inc.tax|R|Next day||
382205T|Iuli 'La Rina' Vermouth||NV|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=Iuli%20'La%20Rina'%20Vermouth||Inc.tax|R|Next day||
K996396|Domaine de l'Epeire 'Astradyne' 2023||2023|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20de%20l'Epeire%20'Astradyne'%202023||Inc.tax|R|Next day||
1628219|Domaine de l'Epeire 'Neige au Soleil' 2023||2023|750ml|23.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20de%20l'Epeire%20'Neige%20au%20Soleil'%202023||Inc.tax|R|Next day||
951373Z|Domaine de l'Epeire 'Primary' 2021||2021|750ml|26.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20de%20l'Epeire%20'Primary'%202021||Inc.tax|R|Next day||
7412402|Domaine de l'Epeire 'Saul' 2023||2023|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20de%20l'Epeire%20'Saul'%202023||Inc.tax|R|Next day||
6477871|YoYo 'Bateau Ivre' 2024||2024|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=YoYo%20'Bateau%20Ivre'%202024||Inc.tax|R|Next day||
T577945|Jean-Philippe Padié ‘Milouise’ 2021||2021|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=Jean-Philippe%20Padi%C3%A9%20%E2%80%98Milouise%E2%80%99%202021||Inc.tax|R|Next day||
K257773|Trecase Prosecco Extra Dry||NV|750ml|19.00|0|https://www.magazzinonyc.com/s/shop?query=Trecase%20Prosecco%20Extra%20Dry||Inc.tax|R|Next day||
B087969|La Vigne Sauvage 'En Vrille' 2022||2022|750ml|37.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Vigne%20Sauvage%20'En%20Vrille'%202022||Inc.tax|R|Next day||
E444174|La Vigne Sauvage 'L'Insouciance' 2021||2021|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Vigne%20Sauvage%20'L'Insouciance'%202021||Inc.tax|R|Next day||
899498Y|Il Pingro 'Toscano Rosso' 2023||2023|750ml|28.00|9|https://www.magazzinonyc.com/s/shop?query=Il%20Pingro%20'Toscano%20Rosso'%202023||Inc.tax|R|Next day||
1275619|Il Pingro 'Toscano Bianco' 2023||2023|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Il%20Pingro%20'Toscano%20Bianco'%202023||Inc.tax|R|Next day||
D857692|La Grange de Noue Mea 'Tout Simplement Rouge' 2022||2022|750ml|23.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Grange%20de%20Noue%20Mea%20'Tout%20Simplement%20Rouge'%202022||Inc.tax|R|Next day||
824625G|Leo Dirringer 'Granitik' 2021/2022||2021|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=Leo%20Dirringer%20'Granitik'%202021%2F2022||Inc.tax|R|Next day||
X964193|Leo Dirringer 'Virose' 2023||2023|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Leo%20Dirringer%20'Virose'%202023||Inc.tax|R|Next day||
741097C|L'absurde Genie des Fleurs 'Catifea' 2023||2023|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=L'absurde%20Genie%20des%20Fleurs%20'Catifea'%202023||Inc.tax|R|Next day||
516160A|L'Absurde Genie des Fleurs 'Apus' 2023||2023|750ml|52.00|0|https://www.magazzinonyc.com/s/shop?query=L'Absurde%20Genie%20des%20Fleurs%20'Apus'%202023||Inc.tax|R|Next day||
801736P|Thierry Chardon Les Chardons 'Touraine' 2023||2023|750ml|15.00|0|https://www.magazzinonyc.com/s/shop?query=Thierry%20Chardon%20Les%20Chardons%20'Touraine'%202023||Inc.tax|R|Next day||
668670V|Vinobles Arbeau 'Le Paradis Blanc' 2022||2022|750ml|18.00|0|https://www.magazzinonyc.com/s/shop?query=Vinobles%20Arbeau%20'Le%20Paradis%20Blanc'%202022||Inc.tax|R|Next day||
Q787342|Davide Xodo 'Campetti' 2021||2021|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=Davide%20Xodo%20'Campetti'%202021||Inc.tax|R|Next day||
J439762|Macea 'Campo di Macea' 2021||2021|750ml|38.00|0|https://www.magazzinonyc.com/s/shop?query=Macea%20'Campo%20di%20Macea'%202021||Inc.tax|R|Next day||
260151Q|Macea 'Pinot Nero' 2021||2021|750ml|46.00|10|https://www.magazzinonyc.com/s/shop?query=Macea%20'Pinot%20Nero'%202021||Inc.tax|R|Next day||
1992791|Clos Massotte 'Seve' 2019||2019|750ml|20.00|0|https://www.magazzinonyc.com/s/shop?query=Clos%20Massotte%20'Seve'%202019||Inc.tax|R|Next day||
Z779797|Nicolas Jacob 'Cotes du Jura Les Chazaux' 2022||2022|750ml|113.00|0|https://www.magazzinonyc.com/s/shop?query=Nicolas%20Jacob%20'Cotes%20du%20Jura%20Les%20Chazaux'%202022||Inc.tax|R|Next day||
8042195|Nicolas Jacob 'R' 2021||2021|750ml|93.00|0|https://www.magazzinonyc.com/s/shop?query=Nicolas%20Jacob%20'R'%202021||Inc.tax|R|Next day||
601545S|Nicolas Jacob 'GR'||NV|750ml|93.00|0|https://www.magazzinonyc.com/s/shop?query=Nicolas%20Jacob%20'GR'||Inc.tax|R|Next day||
C137880|Charles Dufour (Francoise Martinot) 'Bistrotage' Extra Brut b19||NV|750ml|124.00|0|https://www.magazzinonyc.com/s/shop?query=Charles%20Dufour%20(Francoise%20Martinot)%20'Bistrotage'%20Extra%20Brut%20b19||Inc.tax|R|Next day||
8837242|Charles Dufour 'Vin de Comptoir' Coteaux Champenois L21||NV|750ml|109.00|0|https://www.magazzinonyc.com/s/shop?query=Charles%20Dufour%20'Vin%20de%20Comptoir'%20Coteaux%20Champenois%20L21||Inc.tax|R|Next day||
N660245|La Grange du Nord 'Par Les Dunes' 2021||2021|750ml|21.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Grange%20du%20Nord%20'Par%20Les%20Dunes'%202021||Inc.tax|R|Next day||
748463G|Cyrille Sevin 'Cremant de Loire'||NV|750ml|33.00|0|https://www.magazzinonyc.com/s/shop?query=Cyrille%20Sevin%20'Cremant%20de%20Loire'||Inc.tax|R|Next day||
X310715|Cyrille Sevin 'La Quadrature du Rouge' 2022||2022|750ml|26.00|0|https://www.magazzinonyc.com/s/shop?query=Cyrille%20Sevin%20'La%20Quadrature%20du%20Rouge'%202022||Inc.tax|R|Next day||
A911919|Porta del Vento "Voria Rosso"||NV|750ml|22.00|0|https://www.magazzinonyc.com/s/shop?query=Porta%20del%20Vento%20%22Voria%20Rosso%22||Inc.tax|R|Next day||
1080556|Eric Texier "Adele Blanc" 2022||2022|750ml|21.00|0|https://www.magazzinonyc.com/s/shop?query=Eric%20Texier%20%22Adele%20Blanc%22%202022||Inc.tax|R|Next day||
4257775|Eric Texier 'Chat Fou Rouge' 2022||2022|750ml|21.00|0|https://www.magazzinonyc.com/s/shop?query=Eric%20Texier%20'Chat%20Fou%20Rouge'%202022||Inc.tax|R|Next day||
316088R|Pepiere Muscadet 'Clisson' 2022 Magnum||2022|1.5L Magnum|76.00|0|https://www.magazzinonyc.com/s/shop?query=Pepiere%20Muscadet%20'Clisson'%202022%20Magnum||Inc.tax|R|Next day||
7058947|George Descombes 'Brouilly' 2022||2022|750ml|31.00|0|https://www.magazzinonyc.com/s/shop?query=George%20Descombes%20'Brouilly'%202022||Inc.tax|R|Next day||
A317054|George Descombes 'Morgon' 2023||2023|750ml|31.00|0|https://www.magazzinonyc.com/s/shop?query=George%20Descombes%20'Morgon'%202023||Inc.tax|R|Next day||
100793K|La Petite Empreinte 'Mas a Tierra' 2023||2023|750ml|60.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Petite%20Empreinte%20'Mas%20a%20Tierra'%202023||Inc.tax|R|Next day||
7220620|Pepiere Muscadet 'Les Gras Moutons' 2023 Magnum||2023|1.5L Magnum|58.00|0|https://www.magazzinonyc.com/s/shop?query=Pepiere%20Muscadet%20'Les%20Gras%20Moutons'%202023%20Magnum||Inc.tax|R|Next day||
X808424|Clos du Tue-Boeuf 'Frileuse' Cheverny Blanc 2023||2023|750ml|33.00|0|https://www.magazzinonyc.com/s/shop?query=Clos%20du%20Tue-Boeuf%20'Frileuse'%20Cheverny%20Blanc%202023||Inc.tax|R|Next day||
J696400|Clos du Tue-Boeuf 'Le Brin de Chèvre' Blanc 2023||2023|750ml|38.00|0|https://www.magazzinonyc.com/s/shop?query=Clos%20du%20Tue-Boeuf%20'Le%20Brin%20de%20Ch%C3%A8vre'%20Blanc%202023||Inc.tax|R|Next day||
6766814|Chateau La Peyruche '1603<3 Bio' 2023||2023|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=Chateau%20La%20Peyruche%20'1603%3C3%20Bio'%202023||Inc.tax|R|Next day||
932448C|Clos Thierriere 'Les Pleurs' 2023||2023|750ml|31.00|0|https://www.magazzinonyc.com/s/shop?query=Clos%20Thierriere%20'Les%20Pleurs'%202023||Inc.tax|R|Next day||
H209809|La Grange aux Belles 'La Chausee Rouge' 2023||2023|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Grange%20aux%20Belles%20'La%20Chausee%20Rouge'%202023||Inc.tax|R|Next day||
295405P|Francois Blanchard 'La Presse' 2022||2022|750ml|45.00|0|https://www.magazzinonyc.com/s/shop?query=Francois%20Blanchard%20'La%20Presse'%202022||Inc.tax|R|Next day||
1790532|Francois Blanchard 'A Table' 2023||2023|750ml|44.00|0|https://www.magazzinonyc.com/s/shop?query=Francois%20Blanchard%20'A%20Table'%202023||Inc.tax|R|Next day||
H836066|La Vinoterie 'White Rabbit' 2021||2021|750ml|32.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Vinoterie%20'White%20Rabbit'%202021||Inc.tax|R|Next day||
485810C|La Vinoterie 'Red Red Wine' 2023||2023|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Vinoterie%20'Red%20Red%20Wine'%202023||Inc.tax|R|Next day||
3666304|La Vinoterie 'Cosmos' 2023||2023|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Vinoterie%20'Cosmos'%202023||Inc.tax|R|Next day||
568952X|Controvento 'Onda Anomala' 2021 MAG||2021|750ml|40.00|1|https://www.magazzinonyc.com/s/shop?query=Controvento%20'Onda%20Anomala'%202021%20MAG||Inc.tax|R|Next day||
4634253|Menat 'Slobo' 2021||2021|750ml|20.00|4|https://www.magazzinonyc.com/s/shop?query=Menat%20'Slobo'%202021||Inc.tax|R|Next day||
508236J|Klanjscek 'Rosso' 2018||2018|750ml|34.00|1|https://www.magazzinonyc.com/s/shop?query=Klanjscek%20'Rosso'%202018||Inc.tax|R|Next day||
577296J|Iuli 'Malidea' 2020||2020|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=Iuli%20'Malidea'%202020||Inc.tax|R|Next day||
4133710|Iuli 'Ta Da!' 2023||2023|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Iuli%20'Ta%20Da!'%202023||Inc.tax|R|Next day||
364802F|Nino Barraco 'Fior di Bianco' 2024||2024|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Nino%20Barraco%20'Fior%20di%20Bianco'%202024||Inc.tax|R|Next day||
M453599|Nino Barraco 'Catarratto' 2023||2023|750ml|31.00|0|https://www.magazzinonyc.com/s/shop?query=Nino%20Barraco%20'Catarratto'%202023||Inc.tax|R|Next day||
7257323|Clos Thierriere 'Quietude' 2021||2021|750ml|31.00|0|https://www.magazzinonyc.com/s/shop?query=Clos%20Thierriere%20'Quietude'%202021||Inc.tax|R|Next day||
178353W|La Grange aux Belles 'I've Got the Blouge' 2023||2023|750ml|31.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Grange%20aux%20Belles%20'I've%20Got%20the%20Blouge'%202023||Inc.tax|R|Next day||
T310449|Domaine Giachino 'Primitif' 2023||2023|750ml|33.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Giachino%20'Primitif'%202023||Inc.tax|R|Next day||
970730F|Domaine Montessuit 'Cuvée Jonquille' 2023||2023|750ml|36.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Montessuit%20'Cuv%C3%A9e%20Jonquille'%202023||Inc.tax|R|Next day||
729203D|Domaine Montessuit 'Petillant Grand Reserve'||NV|750ml|42.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Montessuit%20'Petillant%20Grand%20Reserve'||Inc.tax|R|Next day||
4389147|Domaine Du Petit Bonhomme 'Pipelettes' 2023||2023|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Du%20Petit%20Bonhomme%20'Pipelettes'%202023||Inc.tax|R|Next day||
242341Y|Ugo Lestelle 'La Grande Dame' 2021||2021|750ml|39.00|0|https://www.magazzinonyc.com/s/shop?query=Ugo%20Lestelle%20'La%20Grande%20Dame'%202021||Inc.tax|R|Next day||
473605B|Ugo Lestelle 'P'tit Bonhomme' 2021||2021|750ml|39.00|0|https://www.magazzinonyc.com/s/shop?query=Ugo%20Lestelle%20'P'tit%20Bonhomme'%202021||Inc.tax|R|Next day||
878472F|Anne Et Jean Francois Ganevat ‘J'en Veux Encore’ 2021||2021|750ml|60.00|0|https://www.magazzinonyc.com/s/shop?query=Anne%20Et%20Jean%20Francois%20Ganevat%20%E2%80%98J'en%20Veux%20Encore%E2%80%99%202021||Inc.tax|R|Next day||
N728098|ColleFormica 'Biancofiore' 2022||2022|750ml|24.00|0|https://www.magazzinonyc.com/s/shop?query=ColleFormica%20'Biancofiore'%202022||Inc.tax|R|Next day||
471571V|Distina 'Bason' 2020||2020|750ml|23.00|0|https://www.magazzinonyc.com/s/shop?query=Distina%20'Bason'%202020||Inc.tax|R|Next day||
N182500|La Poiesa 'Burbero' 2020||2020|750ml|26.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Poiesa%20'Burbero'%202020||Inc.tax|R|Next day||
Q048216|Anne Et Jean Francois Ganevat 'La Colline des Dames' 2022||2022|750ml|78.00|0|https://www.magazzinonyc.com/s/shop?query=Anne%20Et%20Jean%20Francois%20Ganevat%20'La%20Colline%20des%20Dames'%202022||Inc.tax|R|Next day||
E935098|JM Dreyer 'Gaulthier' 2022 MAG||2022|750ml|116.00|0|https://www.magazzinonyc.com/s/shop?query=JM%20Dreyer%20'Gaulthier'%202022%20MAG||Inc.tax|R|Next day||
S239020|Vin Mercuriale 'Pera' 2023||2023|750ml|38.00|0|https://www.magazzinonyc.com/s/shop?query=Vin%20Mercuriale%20'Pera'%202023||Inc.tax|R|Next day||
F993214|JM Dreyer 'Elios' 2022 MAG||2022|750ml|116.00|0|https://www.magazzinonyc.com/s/shop?query=JM%20Dreyer%20'Elios'%202022%20MAG||Inc.tax|R|Next day||
693086B|JM Dreyer 'Elios' 2023||2023|750ml|44.00|0|https://www.magazzinonyc.com/s/shop?query=JM%20Dreyer%20'Elios'%202023||Inc.tax|R|Next day||
8938390|JM Dreyer 'Origin' 2023||2023|750ml|44.00|0|https://www.magazzinonyc.com/s/shop?query=JM%20Dreyer%20'Origin'%202023||Inc.tax|R|Next day||
717093C|JM Dreyer 'Pink Pong' 2023||2023|750ml|44.00|0|https://www.magazzinonyc.com/s/shop?query=JM%20Dreyer%20'Pink%20Pong'%202023||Inc.tax|R|Next day||
Q896524|Pierre Bourlier 'Vaille que Vaille' 2022||2022|750ml|43.00|0|https://www.magazzinonyc.com/s/shop?query=Pierre%20Bourlier%20'Vaille%20que%20Vaille'%202022||Inc.tax|R|Next day||
W636979|Pierre Bourlier 'Les Chambes' 2022||2022|750ml|43.00|0|https://www.magazzinonyc.com/s/shop?query=Pierre%20Bourlier%20'Les%20Chambes'%202022||Inc.tax|R|Next day||
303637A|Domaine Miquettes 'Madloba' 2022||2022|750ml|60.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Miquettes%20'Madloba'%202022||Inc.tax|R|Next day||
B670132|Domaine Miquettes 'Saint Joseph Rouge' 2022||2022|750ml|60.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Miquettes%20'Saint%20Joseph%20Rouge'%202022||Inc.tax|R|Next day||
433843C|Belly Wine Experiment 'Pinya' 2022||2022|750ml|34.00|0|https://www.magazzinonyc.com/s/shop?query=Belly%20Wine%20Experiment%20'Pinya'%202022||Inc.tax|R|Next day||
2980900|Belly Wine Experiment 'Les Clous et La Poussiere' 2021||2021|750ml|39.00|0|https://www.magazzinonyc.com/s/shop?query=Belly%20Wine%20Experiment%20'Les%20Clous%20et%20La%20Poussiere'%202021||Inc.tax|R|Next day||
2526733|Belly Wine Experiment 'Turbulences' 2022||2022|750ml|32.00|0|https://www.magazzinonyc.com/s/shop?query=Belly%20Wine%20Experiment%20'Turbulences'%202022||Inc.tax|R|Next day||
140999R|Vins Mercuriales 'Gironet' 2023||2023|750ml|34.00|0|https://www.magazzinonyc.com/s/shop?query=Vins%20Mercuriales%20'Gironet'%202023||Inc.tax|R|Next day||
