SKU|name|description|vintage|unit-size|price|stock|url|min-order|tax|offer-type|delivery-time|LWIN|imageurl
M692036|Domaine Les Volets Rouges 'Les Déduits' Fleurie AOC 2023||2023|750ml|56.00|1|https://www.magazzinonyc.com/s/shop?query=Domaine%20Les%20Volets%20Rouges%20'Les%20D%C3%A9duits'%20Fleurie%20AOC%202023||Inc.tax|R|Next day||
680687E|Domaine Les Volets Rouges 'Pépette' 2023||2023|750ml|46.00|3|https://www.magazzinonyc.com/s/shop?query=Domaine%20Les%20Volets%20Rouges%20'P%C3%A9pette'%202023||Inc.tax|R|Next day||
W838958|Pierre Mang 'Les Terres Noires' 2022||2022|750ml|72.00|0|https://www.magazzinonyc.com/s/shop?query=Pierre%20Mang%20'Les%20Terres%20Noires'%202022||Inc.tax|R|Next day||
197890R|Stefano Occhetti 'Roero Riserva' 2021||2021|750ml|69.00|0|https://www.magazzinonyc.com/s/shop?query=Stefano%20Occhetti%20'Roero%20Riserva'%202021||Inc.tax|R|Next day||
A434482|San Barnaba 'Timorasso' 2023||2023|750ml|55.00|0|https://www.magazzinonyc.com/s/shop?query=San%20Barnaba%20'Timorasso'%202023||Inc.tax|R|Next day||
F011457|Leclaire-Thiefaine 'Grand Cru de Cramant' 2020||2020|750ml|124.00|1|https://www.magazzinonyc.com/s/shop?query=Leclaire-Thiefaine%20'Grand%20Cru%20de%20Cramant'%202020||Inc.tax|R|Next day||
607876J|Leclaire-Thiefaine 'Terre Blanche' 2022||2022|750ml|83.00|0|https://www.magazzinonyc.com/s/shop?query=Leclaire-Thiefaine%20'Terre%20Blanche'%202022||Inc.tax|R|Next day||
5200428|Le Bout du Monde 'Brave Margot' 2022||2022|750ml|29.00|8|https://www.magazzinonyc.com/s/shop?query=Le%20Bout%20du%20Monde%20'Brave%20Margot'%202022||Inc.tax|R|Next day||
810391G|Le Bout du Monde 'La Luce' 2019||2019|750ml|24.00|7|https://www.magazzinonyc.com/s/shop?query=Le%20Bout%20du%20Monde%20'La%20Luce'%202019||Inc.tax|R|Next day||
7596419|Domaine Cotze 'Riptide' 2023||2023|750ml|36.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Cotze%20'Riptide'%202023||Inc.tax|R|Next day||
627294P|Domaine Cotze 'Transhumancia Rouge' 2023||2023|750ml|34.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Cotze%20'Transhumancia%20Rouge'%202023||Inc.tax|R|Next day||
6588923|Sauro Maule 'SGASS' Rose 2022||2022|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=Sauro%20Maule%20'SGASS'%20Rose%202022||Inc.tax|R|Next day||
3740072|Lorenzo Negro 'Roero Arneis DOCG' 2023||2023|750ml|34.00|0|https://www.magazzinonyc.com/s/shop?query=Lorenzo%20Negro%20'Roero%20Arneis%20DOCG'%202023||Inc.tax|R|Next day||
1118808|Lorenzo Negro 'Barbera d'Alba DOC' 2022||2022|750ml|33.00|0|https://www.magazzinonyc.com/s/shop?query=Lorenzo%20Negro%20'Barbera%20d'Alba%20DOC'%202022||Inc.tax|R|Next day||
697927T|Domaine Cheveau 'Macon-Solutré-Pouilly Sur Le Mont' 2023||2023|750ml|28.00|5|https://www.magazzinonyc.com/s/shop?query=Domaine%20Cheveau%20'Macon-Solutr%C3%A9-Pouilly%20Sur%20Le%20Mont'%202023||Inc.tax|R|Next day||
B173748|Domaine Cheveau 'Saint-Amour La Villa Violette' 2021||2021|750ml|26.00|1|https://www.magazzinonyc.com/s/shop?query=Domaine%20Cheveau%20'Saint-Amour%20La%20Villa%20Violette'%202021||Inc.tax|R|Next day||
Z972678|Le Puy 'Marie-Cecile' 2023||2023|750ml|81.00|3|https://www.magazzinonyc.com/s/shop?query=Le%20Puy%20'Marie-Cecile'%202023||Inc.tax|R|Next day||
6561605|Le Puy 'Rose-Marie' 2024||2024|750ml|81.00|0|https://www.magazzinonyc.com/s/shop?query=Le%20Puy%20'Rose-Marie'%202024||Inc.tax|R|Next day||
H755154|Closerie du Pelan 'Côtes de Bordeaux' 2015||2015|750ml|66.00|0|https://www.magazzinonyc.com/s/shop?query=Closerie%20du%20Pelan%20'C%C3%B4tes%20de%20Bordeaux'%202015||Inc.tax|R|Next day||
924784E|Closerie du Pelan 'Côtes de Bordeaux' 2010||2010|750ml|64.00|0|https://www.magazzinonyc.com/s/shop?query=Closerie%20du%20Pelan%20'C%C3%B4tes%20de%20Bordeaux'%202010||Inc.tax|R|Next day||
554292Z|Vieux Château Champs de Mars 'Johanna' 2000||2000|750ml|68.00|0|https://www.magazzinonyc.com/s/shop?query=Vieux%20Ch%C3%A2teau%20Champs%20de%20Mars%20'Johanna'%202000||Inc.tax|R|Next day||
425950L|Closerie Saint Roc 'Vin de France Rouge' 2019||2019|750ml|72.00|1|https://www.magazzinonyc.com/s/shop?query=Closerie%20Saint%20Roc%20'Vin%20de%20France%20Rouge'%202019||Inc.tax|R|Next day||
Y335440|Closerie Saint Roc 'Les Noyers' 2020||2020|750ml|89.00|1|https://www.magazzinonyc.com/s/shop?query=Closerie%20Saint%20Roc%20'Les%20Noyers'%202020||Inc.tax|R|Next day||
5541212|L'Eau Verteuse de Velleminfroy 'Eau Minérale Naturelle'||NV|750ml|8.00|25|https://www.magazzinonyc.com/s/shop?query=L'Eau%20Verteuse%20de%20Velleminfroy%20'Eau%20Min%C3%A9rale%20Naturelle'||Inc.tax|R|Next day||
140332M|L'Eau Verteuse de Velleminfroy 'Eau Minérale Naturelle Petillante'||NV|750ml|8.00|15|https://www.magazzinonyc.com/s/shop?query=L'Eau%20Verteuse%20de%20Velleminfroy%20'Eau%20Min%C3%A9rale%20Naturelle%20Petillante'||Inc.tax|R|Next day||
C358758|Domaine Ozil 'Barry' 2024||2024|750ml|28.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Ozil%20'Barry'%202024||Inc.tax|R|Next day||
914750J|Domaine Ozil 'Bois Blanc' 2024||2024|750ml|34.00|1|https://www.magazzinonyc.com/s/shop?query=Domaine%20Ozil%20'Bois%20Blanc'%202024||Inc.tax|R|Next day||
L226803|La Ferme du Vert 'L'Angelou' 2024||2024|750ml|34.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Ferme%20du%20Vert%20'L'Angelou'%202024||Inc.tax|R|Next day||
4507887|Domaine Ozil 'Chassille' 2024||2024|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Ozil%20'Chassille'%202024||Inc.tax|R|Next day||
1796211|Lorenzo Negro 'Langhe Nebbiolo DOC' 2022||2022|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=Lorenzo%20Negro%20'Langhe%20Nebbiolo%20DOC'%202022||Inc.tax|R|Next day||
X638186|Lorenzo Negro Roero DOCG Prachiosso 2020||2020|750ml|45.00|3|https://www.magazzinonyc.com/s/shop?query=Lorenzo%20Negro%20Roero%20DOCG%20Prachiosso%202020||Inc.tax|R|Next day||
2430864|Davide Xodo 'Tre Campane' 2021||2021|750ml|30.00|11|https://www.magazzinonyc.com/s/shop?query=Davide%20Xodo%20'Tre%20Campane'%202021||Inc.tax|R|Next day||
L389341|Maurice Schoech 'Cotes d'Ammershwihr' 2022||2022|750ml|22.00|5|https://www.magazzinonyc.com/s/shop?query=Maurice%20Schoech%20'Cotes%20d'Ammershwihr'%202022||Inc.tax|R|Next day||
P681897|Domaine Lagille 'Le Mont en Peine' 2021||2021|750ml|111.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Lagille%20'Le%20Mont%20en%20Peine'%202021||Inc.tax|R|Next day||
Z133878|Domaine Lagille 'La Garenne' 2021||2021|750ml|115.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Lagille%20'La%20Garenne'%202021||Inc.tax|R|Next day||
V311330|Domaine Lagille 'Les Bergères'||NV|750ml|115.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Lagille%20'Les%20Berg%C3%A8res'||Inc.tax|R|Next day||
5368682|La Cave Apicole 'Zumo' 2023||2023|750ml|32.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Cave%20Apicole%20'Zumo'%202023||Inc.tax|R|Next day||
983215J|La Cave Apicole 'Zot' 2023||2023|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Cave%20Apicole%20'Zot'%202023||Inc.tax|R|Next day||
8134885|La Cave Apicole 'Java' 2024||2024|750ml|32.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Cave%20Apicole%20'Java'%202024||Inc.tax|R|Next day||
207441K|La Cave Apicole 'Carbo Culte' 2023||2023|750ml|34.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Cave%20Apicole%20'Carbo%20Culte'%202023||Inc.tax|R|Next day||
7941880|Flavien Nowack Champagne 'S.A.' Extra Brut NV||NV|750ml|98.00|9|https://www.magazzinonyc.com/s/shop?query=Flavien%20Nowack%20Champagne%20'S.A.'%20Extra%20Brut%20NV||Inc.tax|R|Next day||
2529340|Flavien Nowack Champagne 'Autre Cru' Blanc de Meunier Extra Brut NV||NV|750ml|108.00|5|https://www.magazzinonyc.com/s/shop?query=Flavien%20Nowack%20Champagne%20'Autre%20Cru'%20Blanc%20de%20Meunier%20Extra%20Brut%20NV||Inc.tax|R|Next day||
448076N|San Fereolo 'La Lupa' Langhe Rosato 2023||2023|750ml|41.00|25|https://www.magazzinonyc.com/s/shop?query=San%20Fereolo%20'La%20Lupa'%20Langhe%20Rosato%202023||Inc.tax|R|Next day||
239571Y|San Fereolo Dogliani DOCG 2017||2017|750ml|51.00|0|https://www.magazzinonyc.com/s/shop?query=San%20Fereolo%20Dogliani%20DOCG%202017||Inc.tax|R|Next day||
740465D|San Fereolo 'Austri Langhe Rosso' 2016||2016|750ml|47.00|0|https://www.magazzinonyc.com/s/shop?query=San%20Fereolo%20'Austri%20Langhe%20Rosso'%202016||Inc.tax|R|Next day||
Z356588|Piemaggio 'Le Fioraie Chianti Classico' 2022||2022|750ml|34.00|1|https://www.magazzinonyc.com/s/shop?query=Piemaggio%20'Le%20Fioraie%20Chianti%20Classico'%202022||Inc.tax|R|Next day||
H152967|Ficomontanino 'Noble Kara' 2024||2024|750ml|29.00|3|https://www.magazzinonyc.com/s/shop?query=Ficomontanino%20'Noble%20Kara'%202024||Inc.tax|R|Next day||
5159719|Ficomontanino 'ciliegiolo' 2024||2024|750ml|43.00|7|https://www.magazzinonyc.com/s/shop?query=Ficomontanino%20'ciliegiolo'%202024||Inc.tax|R|Next day||
2625218|Pietro Clementi 'Amarone della Valpolicella' 2015||2015|750ml|90.00|0|https://www.magazzinonyc.com/s/shop?query=Pietro%20Clementi%20'Amarone%20della%20Valpolicella'%202015||Inc.tax|R|Next day||
E991897|Pietro Clementi 'Valpolicella Classico' 2024||2024|750ml|30.00|29|https://www.magazzinonyc.com/s/shop?query=Pietro%20Clementi%20'Valpolicella%20Classico'%202024||Inc.tax|R|Next day||
448110J|Montevertine Toscana Rosso 2022||2022|750ml|135.00|5|https://www.magazzinonyc.com/s/shop?query=Montevertine%20Toscana%20Rosso%202022||Inc.tax|R|Next day||
166628Z|Montevertine Pian del Ciampolo 2023||2023|750ml|77.00|5|https://www.magazzinonyc.com/s/shop?query=Montevertine%20Pian%20del%20Ciampolo%202023||Inc.tax|R|Next day||
369709L|SRC 'Rosato' 2021||2021|750ml|26.00|0|https://www.magazzinonyc.com/s/shop?query=SRC%20'Rosato'%202021||Inc.tax|R|Next day||
539601J|Bossanova 'Cerasuolo d'Abruzzo' 2022||2022|750ml|26.00|0|https://www.magazzinonyc.com/s/shop?query=Bossanova%20'Cerasuolo%20d'Abruzzo'%202022||Inc.tax|R|Next day||
168432P|Pépin 'Crémant Extra Brut' 2021||2021|750ml|39.00|39|https://www.magazzinonyc.com/s/shop?query=P%C3%A9pin%20'Cr%C3%A9mant%20Extra%20Brut'%202021||Inc.tax|R|Next day||
K407093|Pépin 'Blanc' 2022||2022|750ml|31.00|6|https://www.magazzinonyc.com/s/shop?query=P%C3%A9pin%20'Blanc'%202022||Inc.tax|R|Next day||
Q529549|Pépin 'Orange' 2023||2023|750ml|35.00|23|https://www.magazzinonyc.com/s/shop?query=P%C3%A9pin%20'Orange'%202023||Inc.tax|R|Next day||
G080720|Sylvain Martinez 'Blanc'O' 2024||2024|750ml|32.00|7|https://www.magazzinonyc.com/s/shop?query=Sylvain%20Martinez%20'Blanc'O'%202024||Inc.tax|R|Next day||
399465C|L'Egrappille 'Cr(i)' 2022||2022|750ml|45.00|1|https://www.magazzinonyc.com/s/shop?query=L'Egrappille%20'Cr(i)'%202022||Inc.tax|R|Next day||
7227352|L'Egrappille 'ZiD(U)' 2022||2022|750ml|45.00|6|https://www.magazzinonyc.com/s/shop?query=L'Egrappille%20'ZiD(U)'%202022||Inc.tax|R|Next day||
S292868|San Benedetto Lattina Frizzante||NV|750ml|3.00|20|https://www.magazzinonyc.com/s/shop?query=San%20Benedetto%20Lattina%20Frizzante||Inc.tax|R|Next day||
3707707|San Benedetto Lattina Naturale||NV|750ml|3.00|20|https://www.magazzinonyc.com/s/shop?query=San%20Benedetto%20Lattina%20Naturale||Inc.tax|R|Next day||
STL-3|Stelle Wine Co. 3 Pack||NV|750ml|175.00|0|https://www.magazzinonyc.com/s/shop?query=Stelle%20Wine%20Co.%203%20Pack||Inc.tax|R|Next day||
STL-6|Stelle Wine Co. 6 Pack||NV|750ml|395.00|0|https://www.magazzinonyc.com/s/shop?query=Stelle%20Wine%20Co.%206%20Pack||Inc.tax|R|Next day||
STL-12|Stelle Wine Co. 12 Pack||NV|750ml|865.00|0|https://www.magazzinonyc.com/s/shop?query=Stelle%20Wine%20Co.%2012%20Pack||Inc.tax|R|Next day||
STL-12C|Stelle Wine Co. Custom 12 Pack||NV|750ml|200.00|0|https://www.magazzinonyc.com/s/shop?query=Stelle%20Wine%20Co.%20Custom%2012%20Pack||Inc.tax|R|Next day||
4021610|Paolo Bea 'Pipparello' Montefalco Rosso Riserva 2019||2019|750ml|100.00|5|https://www.magazzinonyc.com/s/shop?query=Paolo%20Bea%20'Pipparello'%20Montefalco%20Rosso%20Riserva%202019||Inc.tax|R|Next day||
475868Y|Paolo Bea 'Cerrete' Montefalco Sagrantino Secco 2019||2019|750ml|210.00|3|https://www.magazzinonyc.com/s/shop?query=Paolo%20Bea%20'Cerrete'%20Montefalco%20Sagrantino%20Secco%202019||Inc.tax|R|Next day||
K381616|Paolo Bea 'Santa Chiara' Umbria Bianco 2021||2021|750ml|72.00|6|https://www.magazzinonyc.com/s/shop?query=Paolo%20Bea%20'Santa%20Chiara'%20Umbria%20Bianco%202021||Inc.tax|R|Next day||
548291K|Paolo Bea 'Rosso de Véo' Umbria Rosso||NV|750ml|100.00|6|https://www.magazzinonyc.com/s/shop?query=Paolo%20Bea%20'Rosso%20de%20V%C3%A9o'%20Umbria%20Rosso||Inc.tax|R|Next day||
171710X|Paolo Bea 'Pagliaro' Montefalco Sagrantino Secco 2019||2019|750ml|115.00|5|https://www.magazzinonyc.com/s/shop?query=Paolo%20Bea%20'Pagliaro'%20Montefalco%20Sagrantino%20Secco%202019||Inc.tax|R|Next day||
4393445|Etnella 'Tracotanza' 2020 Magnum||2020|1.5L Magnum|60.00|3|https://www.magazzinonyc.com/s/shop?query=Etnella%20'Tracotanza'%202020%20Magnum||Inc.tax|R|Next day||
E806379|Sassopra 'Mannaro Bianco' 2023||2023|750ml|20.00|1|https://www.magazzinonyc.com/s/shop?query=Sassopra%20'Mannaro%20Bianco'%202023||Inc.tax|R|Next day||
780392M|Sassopra 'Mannaro Rosso' 2022||2022|750ml|20.00|8|https://www.magazzinonyc.com/s/shop?query=Sassopra%20'Mannaro%20Rosso'%202022||Inc.tax|R|Next day||
773622F|Cherubini 'Sui Generis'||NV|750ml|60.00|9|https://www.magazzinonyc.com/s/shop?query=Cherubini%20'Sui%20Generis'||Inc.tax|R|Next day||
241214R|Cherubini 'Exceptis'||NV|750ml|93.00|0|https://www.magazzinonyc.com/s/shop?query=Cherubini%20'Exceptis'||Inc.tax|R|Next day||
604265R|Cherubini 'Subsidium'||NV|750ml|86.00|0|https://www.magazzinonyc.com/s/shop?query=Cherubini%20'Subsidium'||Inc.tax|R|Next day||
5033840|Cherubini 'Levis'||NV|750ml|75.00|2|https://www.magazzinonyc.com/s/shop?query=Cherubini%20'Levis'||Inc.tax|R|Next day||
302279R|Etnella x Amuninni 'Vino Bianco'||NV|750ml|29.00|32|https://www.magazzinonyc.com/s/shop?query=Etnella%20x%20Amuninni%20'Vino%20Bianco'||Inc.tax|R|Next day||
261416E|Etnella 'Artigiano' 2023||2023|750ml|38.00|3|https://www.magazzinonyc.com/s/shop?query=Etnella%20'Artigiano'%202023||Inc.tax|R|Next day||
709853B|Lorenzo Negro Roero Arneis DOCG Riserva 'Sant'Anna' 2021||2021|750ml|49.00|9|https://www.magazzinonyc.com/s/shop?query=Lorenzo%20Negro%20Roero%20Arneis%20DOCG%20Riserva%20'Sant'Anna'%202021||Inc.tax|R|Next day||
M759151|Lorenzo Negro Roero Arneis DOCG Metodo Classico Millesimato Extra Brut 2018||2018|750ml|55.00|4|https://www.magazzinonyc.com/s/shop?query=Lorenzo%20Negro%20Roero%20Arneis%20DOCG%20Metodo%20Classico%20Millesimato%20Extra%20Brut%202018||Inc.tax|R|Next day||
583600B|L’Anglore Tavel 2019||2019|750ml|100.00|0|https://www.magazzinonyc.com/s/shop?query=L%E2%80%99Anglore%20Tavel%202019||Inc.tax|R|Next day||
4593939|L’Anglore Pierre Chaude 2018||2018|750ml|125.00|0|https://www.magazzinonyc.com/s/shop?query=L%E2%80%99Anglore%20Pierre%20Chaude%202018||Inc.tax|R|Next day||
466274B|L’Anglore Vejade 2018||2018|750ml|125.00|0|https://www.magazzinonyc.com/s/shop?query=L%E2%80%99Anglore%20Vejade%202018||Inc.tax|R|Next day||
2055592|L’Anglore Terre d’ Ombre 2018||2018|750ml|100.00|0|https://www.magazzinonyc.com/s/shop?query=L%E2%80%99Anglore%20Terre%20d%E2%80%99%20Ombre%202018||Inc.tax|R|Next day||
501850D|Cappellano Barolo Chinato||NV|750ml|75.00|5|https://www.magazzinonyc.com/s/shop?query=Cappellano%20Barolo%20Chinato||Inc.tax|R|Next day||
S194823|Cappellano Barolo Pie' Franco 'Otin Fiorin' 2020||2020|750ml|595.00|0|https://www.magazzinonyc.com/s/shop?query=Cappellano%20Barolo%20Pie'%20Franco%20'Otin%20Fiorin'%202020||Inc.tax|R|Next day||
Y697293|Les Gragnotes 'Le Grain' 2023||2023|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Les%20Gragnotes%20'Le%20Grain'%202023||Inc.tax|R|Next day||
7469094|Les Gragnotes 'Muse' 2023||2023|750ml|26.00|18|https://www.magazzinonyc.com/s/shop?query=Les%20Gragnotes%20'Muse'%202023||Inc.tax|R|Next day||
9629941|Les Gragnotes '31/40' 2022||2022|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Les%20Gragnotes%20'31%2F40'%202022||Inc.tax|R|Next day||
825085B|Troteligotte 'K-Libre CSbV' 2024||2024|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Troteligotte%20'K-Libre%20CSbV'%202024||Inc.tax|R|Next day||
X635437|Troteligotte 'k-Barré' 2023||2023|750ml|27.00|2|https://www.magazzinonyc.com/s/shop?query=Troteligotte%20'k-Barr%C3%A9'%202023||Inc.tax|R|Next day||
STL-6C|Stelle Wine Co. Custom 6 Pack||NV|750ml|100.00|0|https://www.magazzinonyc.com/s/shop?query=Stelle%20Wine%20Co.%20Custom%206%20Pack||Inc.tax|R|Next day||
N936908|Domaine Lagille 'L'inttendue' Magnum||NV|1.5L Magnum|139.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Lagille%20'L'inttendue'%20Magnum||Inc.tax|R|Next day||
929861D|Stefano Occhetti 'Roero Sanche' 2022 Magnum||2022|1.5L Magnum|105.00|0|https://www.magazzinonyc.com/s/shop?query=Stefano%20Occhetti%20'Roero%20Sanche'%202022%20Magnum||Inc.tax|R|Next day||
7194175|Wills Wine 'Blue Plateau' 2023 Magnum||2023|1.5L Magnum|76.00|3|https://www.magazzinonyc.com/s/shop?query=Wills%20Wine%20'Blue%20Plateau'%202023%20Magnum||Inc.tax|R|Next day||
618565B|Wills Wine 'Avant Midi' 2023 Magnum||2023|1.5L Magnum|76.00|1|https://www.magazzinonyc.com/s/shop?query=Wills%20Wine%20'Avant%20Midi'%202023%20Magnum||Inc.tax|R|Next day||
Z649429|Wills Wine 'Fond Cajou' 2023 Magnum||2023|1.5L Magnum|80.00|3|https://www.magazzinonyc.com/s/shop?query=Wills%20Wine%20'Fond%20Cajou'%202023%20Magnum||Inc.tax|R|Next day||
280321Z|Renato Molino Barolo DOCG Magnum 2019||2019|1.5L Magnum|249.00|1|https://www.magazzinonyc.com/s/shop?query=Renato%20Molino%20Barolo%20DOCG%20Magnum%202019||Inc.tax|R|Next day||
Z605282|Renato Molino Barolo DOCG 2019||2019|750ml|91.00|0|https://www.magazzinonyc.com/s/shop?query=Renato%20Molino%20Barolo%20DOCG%202019||Inc.tax|R|Next day||
578109Z|Renato Molino 'Spluva' 2022||2022|750ml|60.00|1|https://www.magazzinonyc.com/s/shop?query=Renato%20Molino%20'Spluva'%202022||Inc.tax|R|Next day||
H766242|Lorenzo Negro Barbera d'Alba Superiore DOC 'La Nanda' 2021||2021|750ml|45.00|3|https://www.magazzinonyc.com/s/shop?query=Lorenzo%20Negro%20Barbera%20d'Alba%20Superiore%20DOC%20'La%20Nanda'%202021||Inc.tax|R|Next day||
Y735004|Gismondi 'Cerreto' 2024||2024|750ml|31.00|6|https://www.magazzinonyc.com/s/shop?query=Gismondi%20'Cerreto'%202024||Inc.tax|R|Next day||
625182X|Gismondi 'Chiaro' 2024||2024|750ml|31.00|9|https://www.magazzinonyc.com/s/shop?query=Gismondi%20'Chiaro'%202024||Inc.tax|R|Next day||
6505207|Gismondi 'Pietre' 2024||2024|750ml|31.00|5|https://www.magazzinonyc.com/s/shop?query=Gismondi%20'Pietre'%202024||Inc.tax|R|Next day||
835009T|Les Ânes Ailés 'Arlequin' 2024||2024|750ml|34.00|20|https://www.magazzinonyc.com/s/shop?query=Les%20%C3%82nes%20Ail%C3%A9s%20'Arlequin'%202024||Inc.tax|R|Next day||
T054957|Les Gragnotes 'Sunset' 2023||2023|750ml|26.00|12|https://www.magazzinonyc.com/s/shop?query=Les%20Gragnotes%20'Sunset'%202023||Inc.tax|R|Next day||
3885738|Les Ânes Ailés 'Pierrot' 2024||2024|750ml|36.00|3|https://www.magazzinonyc.com/s/shop?query=Les%20%C3%82nes%20Ail%C3%A9s%20'Pierrot'%202024||Inc.tax|R|Next day||
594861Q|Etnella 'Kaos Rosso' 2022||2022|750ml|55.00|5|https://www.magazzinonyc.com/s/shop?query=Etnella%20'Kaos%20Rosso'%202022||Inc.tax|R|Next day||
H824698|Domaine Rougeot Bourgogne Passetoutgrain 'Les Vercheres' 2024||2024|750ml|61.00|11|https://www.magazzinonyc.com/s/shop?query=Domaine%20Rougeot%20Bourgogne%20Passetoutgrain%20'Les%20Vercheres'%202024||Inc.tax|R|Next day||
839183D|Domaine Rougeot Bourgogne Cote d'Or Blanc 'Grandes Gouttes' 2022||2022|750ml|69.00|12|https://www.magazzinonyc.com/s/shop?query=Domaine%20Rougeot%20Bourgogne%20Cote%20d'Or%20Blanc%20'Grandes%20Gouttes'%202022||Inc.tax|R|Next day||
4308350|Fanny Sabre 'Bourgogne Rouge' 2023||2023|750ml|51.00|2|https://www.magazzinonyc.com/s/shop?query=Fanny%20Sabre%20'Bourgogne%20Rouge'%202023||Inc.tax|R|Next day||
5256472|Fanny Sabre 'Bourgogne Blanc' 2023||2023|750ml|51.00|4|https://www.magazzinonyc.com/s/shop?query=Fanny%20Sabre%20'Bourgogne%20Blanc'%202023||Inc.tax|R|Next day||
2661709|Si Tu Sais Hautes Cotes de Nuits 'Champs Perdrix' 2023||2023|750ml|99.00|0|https://www.magazzinonyc.com/s/shop?query=Si%20Tu%20Sais%20Hautes%20Cotes%20de%20Nuits%20'Champs%20Perdrix'%202023||Inc.tax|R|Next day||
8750451|Si Tu Sais 'Bourgogne Aligote Rimont' 2023||2023|750ml|66.00|0|https://www.magazzinonyc.com/s/shop?query=Si%20Tu%20Sais%20'Bourgogne%20Aligote%20Rimont'%202023||Inc.tax|R|Next day||
MAG-TEE-S|Magazzino X Malavita Family Affair T-Shirt S||NV|750ml|30.00|4|https://www.magazzinonyc.com/s/shop?query=Magazzino%20X%20Malavita%20Family%20Affair%20T-Shirt%20S||Inc.tax|R|Next day||
MAG-TEE-M|Magazzino X Malavita Family Affair T-Shirt M||NV|750ml|30.00|9|https://www.magazzinonyc.com/s/shop?query=Magazzino%20X%20Malavita%20Family%20Affair%20T-Shirt%20M||Inc.tax|R|Next day||
MAG-TEE-L|Magazzino X Malavita Family Affair T-Shirt L||NV|750ml|30.00|9|https://www.magazzinonyc.com/s/shop?query=Magazzino%20X%20Malavita%20Family%20Affair%20T-Shirt%20L||Inc.tax|R|Next day||
MAG-TEE-XL|Magazzino X Malavita Family Affair T-Shirt XL||NV|750ml|30.00|10|https://www.magazzinonyc.com/s/shop?query=Magazzino%20X%20Malavita%20Family%20Affair%20T-Shirt%20XL||Inc.tax|R|Next day||
MAG-TEE-XXL|Magazzino X Malavita Family Affair T-Shirt XXL||NV|750ml|30.00|2|https://www.magazzinonyc.com/s/shop?query=Magazzino%20X%20Malavita%20Family%20Affair%20T-Shirt%20XXL||Inc.tax|R|Next day||
574874C|Les Errances 'Cartouche' 2024||2024|750ml|28.00|2|https://www.magazzinonyc.com/s/shop?query=Les%20Errances%20'Cartouche'%202024||Inc.tax|R|Next day||
Y153586|Les Errances 'La Baignade' 2024||2024|750ml|31.00|21|https://www.magazzinonyc.com/s/shop?query=Les%20Errances%20'La%20Baignade'%202024||Inc.tax|R|Next day||
B195449|Andre Beaufort 'Freres' 2022||2022|750ml|38.00|19|https://www.magazzinonyc.com/s/shop?query=Andre%20Beaufort%20'Freres'%202022||Inc.tax|R|Next day||
V303399|Domaine Cheveau 'Beaujolais Blanc' 2024||2024|750ml|26.00|1|https://www.magazzinonyc.com/s/shop?query=Domaine%20Cheveau%20'Beaujolais%20Blanc'%202024||Inc.tax|R|Next day||
922756F|Curtet 'La Glisse' Blanc 2023||2023|750ml|49.00|9|https://www.magazzinonyc.com/s/shop?query=Curtet%20'La%20Glisse'%20Blanc%202023||Inc.tax|R|Next day||
2334790|Curtet 'La Glisse' Rouge 2023||2023|750ml|49.00|9|https://www.magazzinonyc.com/s/shop?query=Curtet%20'La%20Glisse'%20Rouge%202023||Inc.tax|R|Next day||
9511839|Curtet 'Tonnerre de Grès' 20-21||NV|750ml|58.00|3|https://www.magazzinonyc.com/s/shop?query=Curtet%20'Tonnerre%20de%20Gr%C3%A8s'%2020-21||Inc.tax|R|Next day||
710802Q|Curtet 'Vertige' Blanc 2021||2021|750ml|56.00|12|https://www.magazzinonyc.com/s/shop?query=Curtet%20'Vertige'%20Blanc%202021||Inc.tax|R|Next day||
8990208|Curtet 'Vertige' Rouge 2021||2021|750ml|52.00|4|https://www.magazzinonyc.com/s/shop?query=Curtet%20'Vertige'%20Rouge%202021||Inc.tax|R|Next day||
8456244|Domaine Lagille 'Au Fil du Temps' 2020||2020|750ml|73.00|6|https://www.magazzinonyc.com/s/shop?query=Domaine%20Lagille%20'Au%20Fil%20du%20Temps'%202020||Inc.tax|R|Next day||
P849237|Renato Molino 'Rocche dell'Annunziata' 2019||2019|750ml|120.00|1|https://www.magazzinonyc.com/s/shop?query=Renato%20Molino%20'Rocche%20dell'Annunziata'%202019||Inc.tax|R|Next day||
